"","X","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions","text_lemma","word_total","noun_freq","verb_freq","topic_1","topic_2","topic_3","topic_4","topic_5","sentiment_analysis"
"660",663,"2017-07-20","Columbia1938","What challenges do you face while capturing a night shot? #OMNItalk https://t.co/vIU091tWfc",67,0,0,6,0,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,1.79175946922805,0,0,0,0,0,1.27421489503957,0,1,0,"what challenge do you face while captur a night shot",10,0.3,0.2,1,0,0,1,0,5.444
"661",664,"2017-07-20","Columbia1938","<U+2728>Extraordinary star gazing at   <U+2728> https://t.co/o5yzTtAYvd",41,1,0,4,0,1,0,0,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,1,1,0,0,2,1,1,1.4142135623731,1.38629436111989,0,0,0,0,0,0.712696466717049,0,0,0,"uextraordinary star gaze at u",5,0.2,0.2,0,1,0,0,0,6.79166666666667
"662",665,"2017-07-20","Columbia1938","Where’s your favorite place to capture the night sky? #OMNItalk https://t.co/Hetp6NwwT3",63,0,0,6,0,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,1.79175946922805,0,0,0,0,0,1.18782744452841,0,1,0,"where you favorite place to capture the night sky",9,0.333333333333333,0.111111111111111,0,1,1,1,0,6.46
"663",666,"2017-07-20","Columbia1938","Get your pro-tips for #OMNItalk https://t.co/1vKpdNUTix",31,0,0,5,1,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,1.6094379124341,0,0,0,0,0,0.496727840439155,0,0,0,"get you protip for",4,0.25,0.25,0,0,0,1,0,6.09
"664",667,"2017-07-20","Columbia1938","#OMNItalk starts now. https://t.co/BABG3q0B4R",21,0,0,8,0,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,2.07944154167984,0,0,0,0,0,0.280759214161262,0,0,0,"start now",2,0,0.5,1,0,0,0,0,6.41
"665",669,"2017-07-20","Columbia1938","Don't panic! One more hour until #OMNItalk https://t.co/dle0zSQyvV",42,0,0,3,1,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,1.09861228866811,0,0,0,0,0,0.734293329344838,0,0,0,"do not panic one more hour until",7,0.285714285714286,0,1,0,0,0,1,3.4975
"666",670,"2017-07-20","Columbia1938","How much solar energy do you think will be lost during the total solar eclipse? <U+0001F914>",81,0,0,11,3,0,0,0,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,2.39789527279837,1.09861228866811,0,0,0,0,1.57657097182862,0,1,0,"how much solar energy do you think will be lose during the total solar eclipse uf",16,0.1875,0.125,1,1,1,1,0,5.816
"667",671,"2017-07-19","Columbia1938","Grab your camera, turn off the lights and get outside for our #nightphotography #OMNItalk tmrw @ 9:30AM PST https://t.co/3cNQZxSTIo",107,0,0,10,3,0,0,1,"Wednesday",0,0,1,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,0,2,1,0,0,0,0,2.30258509299405,1.09861228866811,0,0,0,0,2.13808940015115,0,0,0,"grab you camera turn off the light and get outside for we tmrw am pst",15,0.333333333333333,0.2,1,0,0,0,0,6.028
"668",672,"2017-07-18","Columbia1938","For    it's all about the love of the game. How does he unwind after a long day on the #golfcourse? https://t.co/KslHx16cB5 https://t.co/vxGadOa0e4",136,0,0,13,7,1,0,1,"Tuesday",0,1,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,22,0,1,1,1,1,1,0,0,1,0,2.56494935746154,1.94591014905531,0,0,0,0,2.76439841635704,0,1,1,"for it be all about the love of the game how do he unwind after a long day on the",20,0.15,0.05,0,0,1,0,0,6.44
"669",673,"2017-07-17","Columbia1938","Can you decipher this #emojiglyph for #WorldEmojiDay: <U+0001F4DD>+ ed <U+0001F4AA><U+0001F3FC> in the <U+0001F30E><U+0001F30A> Northwest.",83,0,0,1,1,0,0,0,"Monday",1,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,0,2,1,5,1,0,2.23606797749979,0,0,0,0,0,0,1.6197646970842,0,0,0,"can you decipher this for ufdd ed ufaauffc in the ufeufa northwest",12,0.333333333333333,0.0833333333333333,0,1,0,0,0,5.77
"670",674,"2017-07-17","Columbia1938","They say winter is coming, but this 90° heat says otherwise. The countdown to the #WinterOlympics is on and I could not be anymore excited! https://t.co/P6g3vs0avJ",140,0,1,0,9,0,0,0,"Monday",1,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,0,1,1,0,0,0,0,0,2.19722457733622,0,0,0,0,2.8507858668682,0,0,0,"they say winter be come but this heat say otherwise the countdown to the be on and i could not be anymore excited",23,0.130434782608696,0.130434782608696,0,0,0,1,0,4.766
"671",675,"2017-07-17","Columbia1938","This week it's all about the #nightsky <U+2728> Don't forget to join our #nightphotography #OMNItalk on Thurs. @ 9:30AM PST. Photo:   https://t.co/FRX1xlvn0f",133,0,0,6,1,0,0,1,"Monday",1,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,17,1,0,1,1,3,1,1,1,1,1,1.79175946922805,0,0,0,0,0,2.69960782847367,0,0,0,"this week its all about the u do not forget to join we on thurs be pst photo",18,0.111111111111111,0.166666666666667,1,0,0,0,0,4.61357142857143
"672",676,"2017-07-17","Columbia1938",".  likes food and she's not afraid to be fancy about it. Pick up a few of her #campcooking tips: https://t.co/nJhKDkGdh4 https://t.co/kH3lONWSkw",131,0,0,3,0,1,0,1,"Monday",1,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,1,1,0,0,1,0,1.09861228866811,0,0,0,0,0,2.65641410321809,0,0,1,"like food and sh not afraid to be fancy about it pick up a few of she tip",18,0.166666666666667,0.111111111111111,1,0,0,0,0,5.57142857142857
"673",677,"2017-07-16","Columbia1938","A little bit of midnight magic on   <U+0001F4AB>  Photo:   https://t.co/E72UZOGt5u",74,0,0,14,3,0,0,1,"Sunday",0,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,2,1,0,0,1,1,1.4142135623731,1,2.63905732961526,1.09861228866811,0,0,0,0,1.4253929334341,0,0,0,"a little bit of midnight magic on ufab photo",9,0.444444444444444,0,0,0,0,1,0,6.39833333333333
"674",678,"2017-07-16","Columbia1938",".  thinks you should take a river trip this summer. We couldn't agree more: https://t.co/51NCmknXSl https://t.co/MOERSrtaO9",113,0,0,7,2,1,0,1,"Sunday",0,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,1.94591014905531,0.693147180559945,0,0,0,0,2.26767057591788,0,0,1,"think you should take a river trip this summer we could not agree more",14,0.214285714285714,0.214285714285714,0,0,0,0,1,4.25833333333333
"675",679,"2017-07-15","Columbia1938","Hey #PDX! Grab yer #floatie and head on down to the Willamette for   <U+0001F984>  https://t.co/UuvAD4i5kt https://t.co/5YjarxXcsL",106,0,0,8,2,1,0,1,"Saturday",0,0,0,0,0,1,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,2,1,1,1,1,1,2.07944154167984,0.693147180559945,0,0,0,0,2.11649253752336,0,0,0,"hey grab yer and head on down to the willamette for uf",12,0.333333333333333,0.0833333333333333,0,0,0,1,0,5.65
"676",680,"2017-07-15","Columbia1938","Catch up with   on her epic kayaking adventure through whitewater rapids of the Klamath River: https://t.co/UkF8WkT4GE https://t.co/mpEmttkbdM",129,0,0,6,1,1,0,1,"Saturday",0,0,0,0,0,1,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,1.79175946922805,0,0,0,0,0,2.61322037796251,0,0,1,"catch up with on she epic kayak adventure through whitewater rapid of the klamath river",15,0.4,0.133333333333333,1,0,1,0,0,6.2
"677",681,"2017-07-14","Columbia1938","Catch you tmrw floating down the Willamette for   <U+0001F369>  https://t.co/GkTcjanz8C https://t.co/r8sF08qAUy",87,0,0,3,1,1,0,1,"Friday",0,0,0,0,1,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,22,0,1,1,1,0,0,1,1,1,1,1.09861228866811,0,0,0,0,0,1.70615214759536,0,0,0,"catch you tmrw float down the willamette for uf",9,0.222222222222222,0.333333333333333,0,0,1,0,0,6.32333333333333
"678",682,"2017-07-14","Columbia1938",".  picked up a few kayaking tips and life lessons on his trip down the Klamath river: https://t.co/OLaqNotFbx https://t.co/5v715gHgoS",123,0,0,5,2,1,0,1,"Friday",0,0,0,0,1,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,1.6094379124341,0.693147180559945,0,0,0,0,2.48363920219578,0,0,1,"pick up a few kayaking tip and life lesson on he trip down the klamath river",16,0.4375,0.0625,0,0,1,1,0,6.44166666666667
"679",683,"2017-07-14","Columbia1938","DON'T PANIC. But #OMNItalk is in one week. We'll be looking up to the #nightsky and discussing #nightphotography <U+0001F4F8> https://t.co/vsTaJjFeZP",114,0,0,7,1,0,0,1,"Friday",0,0,0,0,1,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,1,1.94591014905531,0,0,0,0,0,2.28926743854567,0,0,0,"do not panic but be in one week well be look up to the and discussing uff",17,0.176470588235294,0.117647058823529,1,1,0,1,1,4.64571428571429
"680",684,"2017-07-13","Columbia1938","#PDX get your   packet at the Columbia flagship store tonight! And eat some #freepizza <U+0001F355> https://t.co/r8VwEjGZJW",99,0,0,5,1,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,15,1,0,1,1,2,1,1,1,1,1,1.6094379124341,0,0,0,0,0,1.96531449912883,0,0,0,"get you packet at the columbia flagship store tonight and eat some uf",13,0.461538461538462,0.153846153846154,0,0,1,0,0,6.1375
"681",685,"2017-07-13","Columbia1938","What's the most important piece of gear that   had while on the river? Check out his top pick: https://t.co/LlptvwX9f4 https://t.co/Q2QBP6YS9Z",132,0,0,7,1,1,1,0,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,1.94591014905531,0,0,0,0,0,2.67801096584588,0,1,1,"what the most important piece of gear that have while on the river check out he top pick",18,0.277777777777778,0.166666666666667,0,1,0,0,0,6.035
"682",686,"2017-07-13","Columbia1938","Yo #PDX! Stop by the Columbia flagship store tomorrow for some #freepizza and packet pick up for Saturday's   <U+0001F355> https://t.co/Ao9Wj2YHOJ",122,0,0,17,5,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2.83321334405622,1.6094379124341,0,0,0,0,2.46204233956799,0,0,0,"yo stop by the columbia flagship store tomorrow for some and packet pick up for saturday uf",17,0.352941176470588,0.176470588235294,1,1,1,0,0,5.7125
"683",687,"2017-07-12","Columbia1938","Check out the gear that kept   warm and dry while battling rain and whitewater rapids on the river: https://t.co/X9Imaz9iJX https://t.co/3Npi8ClAz8",134,0,0,7,1,1,1,0,"Wednesday",0,0,1,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,22,0,1,1,1,0,0,0,0,1,0,1.94591014905531,0,0,0,0,0,2.72120469110146,0,0,1,"check out the gear that keep warm and dry while battle rain and whitewater rapid on the river",18,0.277777777777778,0.166666666666667,1,1,0,1,1,5.75666666666667
"684",688,"2017-07-11","Columbia1938","On their most recent mission, the Directors of Toughness brave the whitewater rapids of the Klamath River. https://t.co/SoyuV1V1CD https://t.co/u4QOGCS4RW",130,0,0,13,3,1,1,0,"Tuesday",0,1,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,2.56494935746154,1.09861228866811,0,0,0,0,2.6348172405903,0,0,0,"on they most recent mission the director of toughness brave the whitewater rapid of the klamath river",17,0.352941176470588,0.0588235294117647,0,1,0,0,0,5.905
"685",689,"2017-07-10","Columbia1938","What exactly is the #totalsolareclipse? https://t.co/HAPA7Mf0sP https://t.co/BynbxtuVT1",63,0,0,17,6,1,0,1,"Monday",1,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,0,1,1,0,0,0,0,2.83321334405622,1.79175946922805,0,0,0,0,1.18782744452841,0,1,0,"what exactly be the",4,0,0,0,0,0,1,0,6.18
"686",690,"2017-07-09","Columbia1938","From #Nashville to the   there are plenty of places to catch the #totalsolareclipse in the South: https://t.co/0l8DCfsRZu https://t.co/dXEd0u5stQ",134,0,0,13,3,1,0,1,"Sunday",0,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,1,2,1,0,0,1,0,2.56494935746154,1.09861228866811,0,0,0,0,2.72120469110146,0,0,0,"from to the there be plenty of place to catch the in the south",14,0.214285714285714,0.142857142857143,0,1,0,0,1,5.9475
"687",691,"2017-07-08","Columbia1938","Sweet dreams and starry summer nights <U+2728>  #nightphotography by:   https://t.co/7du6ywI4E2",71,0,0,28,5,0,0,1,"Saturday",0,0,0,0,0,1,2017,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,1,1,1,1,1,1,1,3.3322045101752,1.6094379124341,0,0,0,0,1.36060234555073,0,0,0,"sweet dream and starry summer night u by",8,0.375,0.125,0,0,0,0,1,7.25583333333333
"688",692,"2017-07-07","Columbia1938","The wide open spaces of the #midwest make a great canvas for viewing the #totalsolareclipse. Check our #travelguide: https://t.co/jEH8ezaW40 https://t.co/PGvqRG31FN",140,0,0,6,2,1,0,1,"Friday",0,0,0,0,1,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,17,1,0,0,0,3,1,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,2.8507858668682,0,0,0,"the wide open space of the make a great canvas for view the check we",15,0.2,0.133333333333333,1,0,0,0,0,6.26125
"689",693,"2017-07-06","Columbia1938","Rain or shine   always has our back when we’re on the road <U+0001F1EE><U+0001F1EA> #LoveIreland #TestedTough https://t.co/dYnW2OuKwK",140,0,1,0,2,0,0,0,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,18,1,0,1,1,2,1,2,1,1,1.4142135623731,0,0.693147180559945,0,0,0,0,2.8507858668682,0,0,0,"rain or shine always have we back when were on the road ufeeufea",13,0.384615384615385,0.0769230769230769,0,1,0,0,0,6.012
"690",694,"2017-07-06","Columbia1938","Hey #PDX! Stop by the Columbia flagship store next week to pick up your participation packet for  . https://t.co/6SZPcUF3gn",110,0,0,9,1,0,0,1,"Thursday",0,0,0,1,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,13,1,0,1,1,1,1,0,0,1,0,2.19722457733622,0,0,0,0,0,2.20287998803451,0,0,0,"hey stop by the columbia flagship store next week to pick up you participation packet for",16,0.375,0.125,0,1,0,0,1,5.51571428571429
"691",695,"2017-07-05","Columbia1938","Some say #thewestisbest and we think it's the best for catching the #totalsolareclipse. Check our #travelguide: https://t.co/vaYCJua91Q https://t.co/nUiDJuuSTo",135,0,0,37,9,1,0,1,"Wednesday",0,0,1,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,23,0,1,0,0,3,1,0,0,0,0,3.61091791264422,2.19722457733622,1,0,0,0,2.74280155372925,0,0,0,"some say and we think its the best for catch the check we",13,0.0769230769230769,0.230769230769231,0,0,0,1,0,6.195
"692",696,"2017-07-04","Columbia1938","Get outside, stay out there, have some fun, and #leavenotrace: https://t.co/a0Qy4hijYp https://t.co/EkJVi05OxY",86,0,0,15,4,1,0,1,"Tuesday",0,1,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,17,1,0,0,0,1,1,0,0,0,0,2.70805020110221,1.38629436111989,0,0,0,0,1.68455528496757,0,0,0,"get outside stay out there have some fun and",9,0.111111111111111,0.333333333333333,0,0,1,0,0,6.615
"693",697,"2017-07-03","Columbia1938","Keep those feet happy and #blister free on your next hike: https://t.co/Nrc7M9xZvi",58,0,0,17,4,0,0,1,"Monday",1,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,17,1,0,0,0,1,1,0,0,0,0,2.83321334405622,1.38629436111989,0,0,0,0,1.07984313138947,0,0,0,"keep those foot happy and free on you next hike",10,0.2,0.1,0,1,0,0,0,6.88
"694",698,"2017-07-02","Columbia1938","A little slice of heaven? Yes, we think so. Photo:   https://t.co/SL53S0XmD7",65,0,0,11,3,0,0,1,"Sunday",0,0,0,0,0,0,2017,"July",0,0,0,0,0,0,1,0,0,0,0,18,1,0,1,1,0,0,0,0,1,0,2.39789527279837,1.09861228866811,0,0,0,0,1.23102116978399,0,1,0,"a little slice of heaven yes we think so photo",10,0.3,0.1,0,0,1,1,0,6.344
"695",699,"2017-07-01","Columbia1938","Do you dream about #kayaking the  ?   lived the dream: https://t.co/wiIxSZtr9m https://t.co/fR8tQaKfWM",104,0,0,11,2,1,0,1,"Saturday",0,0,0,0,0,1,2017,"July",0,0,0,0,0,0,1,0,0,0,0,17,1,0,2,1,1,1,0,0,1.4142135623731,0,2.39789527279837,0.693147180559945,0,0,0,0,2.07329881226778,0,1,0,"do you dream about the live the dream",8,0.125,0.25,0,0,0,1,0,7.055
"696",700,"2017-06-30","Columbia1938","Are you planning on watching the #totalsolareclipse? Here is our #travelguide for viewing it in Oregon: https://t.co/xAK82ucrVd https://t.co/mnXKMhvVqq",127,0,0,10,2,1,0,1,"Friday",0,0,0,0,1,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,22,0,1,0,0,2,1,0,0,0,0,2.30258509299405,0.693147180559945,0,0,0,0,2.57002665270693,0,1,0,"be you plan on watch the here be we for view it in oregon",14,0.0714285714285714,0.214285714285714,0,0,0,1,0,6.124
"697",701,"2017-06-30","Columbia1938","Tis' the season for #cookouts, #campouts and long nights around the #campfire. Be sure to practice campfire safety: https://t.co/N1v4Tehgnn https://t.co/W120rct6sg",139,0,0,12,5,1,0,1,"Friday",0,0,0,0,1,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,2.484906649788,1.6094379124341,0,0,0,0,2.82918900424041,0,0,0,"tis the season for and long night around the be sure to practice campfire safety",15,0.333333333333333,0.0666666666666667,0,0,1,0,0,6.51714285714286
"698",702,"2017-06-29","Columbia1938","Thanks for following! Be sure to share your Oregon adventures with #traveloregon and #testedtough. -  https://t.co/Gtm4edByHg",116,0,0,9,1,0,0,1,"Thursday",0,0,0,1,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,2,1,0,0,1,0,2.19722457733622,0,0,0,0,0,2.33246116380125,0,0,0,"thanks for follow be sure to share you oregon adventure with and",12,0.25,0.166666666666667,1,1,0,0,1,6.295
"699",703,"2017-06-29","Columbia1938","But you can pretend to hang out with me in my sweet 360° videos: https://t.co/BFg552UTNC - ",106,0,0,0,0,1,0,0,"Thursday",0,0,0,1,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.11649253752336,0,0,0,"but you can pretend to hang out with I in my sweet video",13,0.0769230769230769,0.153846153846154,1,0,0,0,0,5.6025
"700",704,"2017-06-29","Columbia1938","So I guess this is goodbye… - ",45,0,0,2,1,0,0,0,"Thursday",0,0,0,1,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0.693147180559945,0,0,0,0,0,0.799083917228206,0,0,0,"so i guess this be goodbye",6,0,0.166666666666667,0,0,0,0,1,5.47833333333333
"701",705,"2017-06-29","Columbia1938","Even salmon have to sleep...but we don’t get shut-eye. - ",72,0,0,1,0,0,0,0,"Thursday",0,0,0,1,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.38219920817852,0,0,0,"even salmon have to sleepbut we do not get shuteye",10,0.2,0.3,0,0,1,0,0,3.70083333333333
"702",706,"2017-06-29","Columbia1938","Our sunsets are pretty distracting. What were we talking about? -  https://t.co/mZstZRb9My",81,0,0,15,3,0,0,1,"Thursday",0,0,0,1,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2.70805020110221,1.09861228866811,0,0,0,0,1.57657097182862,0,1,0,"we sunset be pretty distracting what be we talk about",10,0.1,0.1,0,0,0,0,1,6.53916666666667
"703",707,"2017-06-28","Columbia1938","It helps when you’re on the largest expanse of coastal sand dunes in North America. #humblebrag #Oregon - ",121,0,0,3,0,0,0,0,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,22,0,1,1,1,2,1,0,0,1,0,1.09861228866811,0,0,0,0,0,2.4404454769402,0,0,0,"it help when your on the largest expanse of coastal sand dune in north america",15,0.2,0.0666666666666667,0,0,1,0,0,5.91083333333333
"704",708,"2017-06-28","Columbia1938","Also, I look good in a dune buggy. -  https://t.co/2OTzAbFk4L",52,0,0,6,0,0,0,1,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,22,0,1,1,1,0,0,0,0,1,0,1.79175946922805,0,0,0,0,0,0.950261955622732,0,0,0,"also i look good in a dune buggy",8,0.25,0.125,0,0,0,0,1,5.783
"705",709,"2017-06-28","Columbia1938","I can’t fit all my thoughts into 140 characters. You’ll just have to trust me that I’m really deep. -  https://t.co/o5bg8R2w28",117,0,0,19,4,0,0,1,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,19,1,0,1,1,0,0,0,0,1,0,2.94443897916644,1.38629436111989,0,0,0,0,2.35405802642904,0,0,0,"i cant fit all my thought into character youll just have to trust I that im really deep",18,0.166666666666667,0.222222222222222,0,0,0,0,1,6.11357142857143
"706",710,"2017-06-28","Columbia1938","Work hard, play hard, play hard, play hard. - ",61,0,0,3,0,0,0,0,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,17,1,0,1,1,0,0,0,0,1,0,1.09861228866811,0,0,0,0,0,1.14463371927284,0,0,0,"work hard play hard play hard play hard",8,0,0.375,0,0,1,0,0,5.575
"707",711,"2017-06-28","Columbia1938","My life is a balancing act. - ",45,0,0,1,0,0,0,0,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,17,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.799083917228206,0,0,0,"my life be a balancing act",6,0.5,0,0,0,0,0,1,5.89375
"708",712,"2017-06-28","Columbia1938","Have you ever seen a fish do a wheelie? I didn’t think so. -  https://t.co/CCDoEthYog",76,0,0,10,2,0,1,0,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,17,1,0,1,1,0,0,0,0,1,0,2.30258509299405,0.693147180559945,0,0,0,0,1.46858665868968,0,1,0,"have you ever see a fish do a wheelie i do not think so",14,0.142857142857143,0.214285714285714,1,0,0,0,0,3.96642857142857
"709",713,"2017-06-28","Columbia1938","We might even make it to the Pacific Ocean. -  ",62,0,0,2,0,0,0,0,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,0.693147180559945,0,0,0,0,0,1.16623058190063,0,0,0,"we might even make it to the pacific ocean",9,0.111111111111111,0.111111111111111,0,0,1,0,1,6.185
"710",714,"2017-06-28","Columbia1938","Don’t ask me why they let me have the password. Just ride this wave with me. -  ",95,0,0,6,1,0,0,0,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,14,1,0,1,1,0,0,0,0,1,0,1.79175946922805,0,0,0,0,0,1.87892704861767,0,0,0,"do not ask I why they let I have the password just ride this wave with I",17,0.117647058823529,0.235294117647059,1,0,0,1,0,4.304375
"711",715,"2017-06-28","Columbia1938","Did you know   has its very own spokesfish? It's me,  , and I'm taking over the   account today. https://t.co/IP9skX5pub",135,0,0,9,5,0,0,1,"Wednesday",0,0,1,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,14,1,0,3,1,0,0,0,0,1.73205080756888,0,2.19722457733622,1.6094379124341,0,0,0,0,2.74280155372925,0,1,0,"do you know have it be very own spokesfish its I and im take over the account today",18,0.166666666666667,0.166666666666667,0,0,0,1,1,5.74666666666667
"712",716,"2017-06-27","Columbia1938","Thanks to everyone who joined our #instagramchallenge with  ! You showed our #oceans lots of <U+2764><U+FE0F>. https://t.co/5PCzjeg2Xi https://t.co/QrojE5iWP7",128,0,0,4,3,1,0,1,"Tuesday",0,1,0,0,0,0,2017,"June",0,0,0,0,0,1,0,0,0,0,0,17,1,0,1,1,2,1,2,1,1,1.4142135623731,1.38629436111989,1.09861228866811,0,0,0,0,2.59162351533472,0,0,0,"thanks to everyone who join we with you show we lot of uufef",13,0.230769230769231,0.153846153846154,0,1,1,1,1,6.49
